iter	Logloss
595	0.59568605
596	0.5956485273
597	0.5956287434
598	0.5956093514
599	0.595588422
600	0.5955665813
601	0.5955497775
602	0.5955258801
603	0.5954957749
604	0.5954743817
605	0.5954507235
606	0.5954375567
607	0.5954142883
608	0.5953924136
609	0.5953718038
610	0.5953509839
611	0.5953355666
612	0.5953197932
613	0.5952897611
614	0.5952691468
615	0.595251413
616	0.5952110702
617	0.5951876095
618	0.5951729456
619	0.5951522281
620	0.595123834
621	0.5951038844
622	0.5950808113
623	0.595065695
624	0.595043017
625	0.5950168952
626	0.5950033282
627	0.5949804285
628	0.5949565884
629	0.5949427522
630	0.5949200008
631	0.5948970394
632	0.5948718899
633	0.5948531054
634	0.5948152806
635	0.5947952581
636	0.5947729243
637	0.5947471045
638	0.5947398876
639	0.594723782
640	0.5947135675
641	0.5946864802
642	0.5946702952
643	0.5946582034
644	0.5946329626
645	0.5946077166
646	0.5945839543
647	0.5945684735
648	0.5945493503
649	0.5945222984
650	0.5944996726
651	0.5944725436
652	0.5944369474
653	0.5944243148
654	0.5943998623
655	0.5943818161
656	0.5943636883
657	0.594345106
658	0.5943274955
659	0.5943035469
660	0.5942873382
661	0.5942647372
662	0.594230705
663	0.5942164438
664	0.5941945024
665	0.5941661085
666	0.5941599579
667	0.5941494127
668	0.5941255023
669	0.5941051825
670	0.594086569
671	0.594066927
672	0.5940476409
673	0.5940313593
674	0.5940145438
675	0.5939957291
676	0.5939829925
677	0.5939649172
678	0.5939429238
679	0.5939112404
680	0.5938933181
681	0.5938761543
682	0.5938523642
683	0.5938329078
684	0.5938034379
685	0.5937808613
686	0.5937663081
687	0.5937444159
688	0.593729843
689	0.5937092633
690	0.5936891081
691	0.5936705369
692	0.5936363774
693	0.5936151217
694	0.5935857774
695	0.5935666851
696	0.5935523418
697	0.5935326628
698	0.5935272334
699	0.593514851
700	0.5934984091
701	0.5934854647
702	0.5934629774
703	0.5934496127
704	0.5934233577
705	0.5934058842
706	0.5933821891
707	0.5933618337
708	0.5933454798
709	0.5933268181
710	0.5933084358
711	0.5932963664
712	0.593283148
713	0.5932627887
714	0.5932545321
715	0.5932488463
716	0.5932300483
717	0.5932177222
718	0.5931991449
719	0.5931791337
720	0.5931724149
721	0.5931545593
722	0.5931368327
723	0.5931217587
724	0.5931024447
725	0.5930945289
726	0.5930705576
727	0.593054887
728	0.5930322654
729	0.5930227607
730	0.5930153249
731	0.5930042714
732	0.5929966229
733	0.5929716488
734	0.5929502057
735	0.5929428973
736	0.5929347827
737	0.5929079066
738	0.592898911
739	0.5928841443
740	0.592868711
741	0.5928500643
742	0.5928331694
743	0.5928161732
744	0.5927982
745	0.5927789442
746	0.592760863
747	0.592744424
748	0.5927329048
749	0.5927194733
750	0.5927121105
751	0.5926946817
752	0.5926803789
753	0.5926614645
754	0.5926474833
755	0.5926419
756	0.5926222591
757	0.5925915981
758	0.5925738053
759	0.5925568617
760	0.5925427153
761	0.5925295089
762	0.5925118224
763	0.5924873738
764	0.5924599161
765	0.5924520043
766	0.5924406294
767	0.5924111264
768	0.5924000832
769	0.5923725862
770	0.5923569211
771	0.5923450406
772	0.5923320631
773	0.5923244671
774	0.5923130003
775	0.5923038889
776	0.5922864077
777	0.5922658176
778	0.5922443466
779	0.5922301213
780	0.592211333
781	0.5921951451
782	0.5921817599
783	0.5921708348
784	0.5921638457
785	0.5921478392
786	0.5921360074
787	0.592122423
788	0.5921022111
789	0.5920935309
790	0.5920735596
791	0.5920527372
792	0.5920461923
793	0.5920224844
794	0.5920069998
795	0.5919911731
796	0.5919718438
797	0.5919575795
798	0.5919391764
799	0.5919219542
800	0.591902152
801	0.591886778
802	0.5918692662
803	0.5918476264
804	0.5918346886
805	0.5918218611
806	0.5918071031
807	0.5917994515
808	0.5917855117
809	0.5917650833
810	0.5917515176
811	0.591729195
812	0.591705765
813	0.5916837544
814	0.5916580774
815	0.5916345391
816	0.5916266032
817	0.5916082885
818	0.5915879882
819	0.5915777455
820	0.5915566001
821	0.5915392768
822	0.5915260517
823	0.5915141935
824	0.5915020548
825	0.5914844659
826	0.5914745338
827	0.5914655896
828	0.5914502398
829	0.5914386798
830	0.5914237468
831	0.5914102513
832	0.5914034503
833	0.5913937816
834	0.5913740351
835	0.5913468109
836	0.5913272772
837	0.5913066883
838	0.5912924391
839	0.5912853403
840	0.5912678764
841	0.5912517591
842	0.5912418492
843	0.5912275828
844	0.5912148911
845	0.5912020116
846	0.5911808633
847	0.5911758852
848	0.5911679518
849	0.5911455916
850	0.5911330052
851	0.5911191755
852	0.5911057075
853	0.5910993488
854	0.5910857311
855	0.5910690866
856	0.5910565965
857	0.5910420313
858	0.5910298928
859	0.591021822
860	0.5910091953
861	0.5909864759
862	0.5909666596
863	0.5909516915
864	0.5909372908
865	0.5909230067
866	0.5909105979
867	0.5908857106
868	0.5908729289
869	0.59086364
870	0.5908474118
871	0.5908441852
872	0.5908331979
873	0.5908118754
874	0.5907970948
875	0.5907855514
876	0.5907759423
877	0.5907610697
878	0.5907524076
879	0.5907302927
880	0.5907194189
881	0.5906948233
882	0.5906698094
883	0.5906520729
884	0.5906364106
885	0.5906221232
886	0.5906182385
887	0.5906082569
888	0.5906008663
889	0.5905775544
890	0.5905643413
891	0.5905596626
892	0.5905410386
893	0.5905304978
894	0.5905211509
895	0.5905051876
896	0.5904976672
897	0.5904830716
898	0.5904662712
899	0.5904305412
900	0.5904246927
901	0.5904082041
902	0.5903947002
903	0.5903858995
904	0.5903715806
905	0.5903493158
906	0.590327846
907	0.5903124019
908	0.5902909093
909	0.5902791862
910	0.5902673578
911	0.5902584604
912	0.5902391618
913	0.5902193869
914	0.5902003116
915	0.5901838686
916	0.5901740808
917	0.5901638806
918	0.5901465116
919	0.5901293746
920	0.5901279227
921	0.5901134792
922	0.5900998298
923	0.5900855067
924	0.590071922
925	0.5900498494
926	0.5900389489
927	0.5900210427
928	0.5900011436
929	0.5899854657
930	0.5899724164
931	0.5899671762
932	0.5899387383
933	0.5899352116
934	0.5899125603
935	0.5898943857
936	0.5898793634
937	0.5898595123
938	0.5898462021
939	0.5898385903
940	0.5898222037
941	0.5898129731
942	0.5898032128
943	0.5897935994
944	0.589777417
945	0.5897637171
946	0.5897532537
947	0.5897418294
948	0.589729522
949	0.5897162342
950	0.5897078895
951	0.5897010821
952	0.5896885608
953	0.5896805243
954	0.5896741157
955	0.5896511321
956	0.5896425356
957	0.5896328195
958	0.5896170744
959	0.5895930643
960	0.5895814326
961	0.5895742181
962	0.5895638542
963	0.5895520066
964	0.5895431891
965	0.5895340986
966	0.5895197255
967	0.5895159006
968	0.5895027245
969	0.5894916705
970	0.5894855641
971	0.5894722972
972	0.5894592428
973	0.5894523803
974	0.5894353988
975	0.5894244786
976	0.5894101246
977	0.5894065548
978	0.5893864804
979	0.5893774842
980	0.5893617319
981	0.5893544
982	0.5893354766
983	0.5893125214
984	0.589297925
985	0.5892757548
986	0.5892621512
987	0.5892430306
988	0.5892326449
989	0.5892200769
990	0.5892040879
991	0.5891970085
992	0.5891749775
993	0.5891573261
994	0.5891478344
995	0.5891320436
996	0.5891254271
997	0.5890933777
998	0.5890833082
999	0.5890676879
